,TEXT,sentiment
15,"This car is smoke and mirrors. It is slow, uncomfortable, gets poor gasoline performance and is overpriced. Paid 45K for a car and must tolerate 17 phone dummy switches because the car has no Bluetooth? Frankly, research BMW, Saab, Audi before buying this brand. I would return the car tomorrow if I could. Every day I go to this vehicle and wonder why I paid so much for a car with so little? Mercedes Benz must make about 20 big profits with each of these ""very, very average"" cars.",0
16,"I have had problems with this car since the day we drove it home from the dealer. After 4 months of trying to deal with Nissan, we still have no one who really takes responsibility to repair or replace this car. We have waited weeks for calls. We have a brand new car that we don't want to drive and no one seems to know how to fix it. Nissan also ignores the service department of the dealer who is trying to repair this car.",0
17,"Bought as a replacement when I destroyed my 07'saturn vue. 08' Lucerne CX, it was a dealer demo with about 2,400 miles on it. In the first month, I heard a rattle / humming from the front area. Brake light stayed on until I went to the dealer for repair. Dealer replaced a fuel line problem because there was a GM bulletin on it. So far, I've had the car in 5 times because of the rattle and still rattled / buzzing. I'm ""disillusioned"" with this Buick. I'll try rattle repair again... then I'll contact GM personally. (You probably won't care / or react to it) The dealer understands my problem anyway. I'll buy Honda next time.",0
18,"After the first month in possession of this enclave, there was nothing but trouble. Since June 08, we had two software updates for the gearbox (trans gear still terrible. Pretend not to know which gear it should be in). The rear lid opens automatically (if the car is fortunately off). When the automatic mode is off, we still hear the elevator engine turn on. The heat control stopped working twice. Sometimes, all the indicators read as if the car was off. At 75 MPH for almost two hours, the best MPG I get is 17. In town, it's a good day to get 13 MPG. The dealer tries his best, but I don't think there's much time for improvement.",0
19,"The first time this happened on Thanksgiving Day! Had to have the SUV towed from the gas station, the manual hand brake function did not work. Just today I went shopping and the parking brake malfunction continued! Had to wait over 2 hours for the tow truck. No other option but to have the SUV towed. Very cumbersome! And has to wait until Monday until the dealer opens! Even more inconvenient! Also, I had to change two tires twice for nail plates, extended flats cannot be repaired, spent over $1000! A tire changed, SUV not even one month old! Not safe for long drives! DO NOT BUY!",0
20,"I am sad to say that I have just had an accident with my cobalt from March 2008. My cobalt and a mini-van collided at a very low speed and my car had $7,700 worth of damage. I could not believe how bad the damage was at low speeds of less than 25 miles per hour. Airbags did not deploy. It was at an intersection with residential buildings. I have another 4 years left after taking out a 5-year loan. I am very angry about everything. I will not buy another cobalt if it is available.",0
21,"I am a car transporter. My maximum weight is 20,000 lb. I have 19,000 (5 months) miles on the truck with 3 weeks in business for repairs to the cooling system. It was difficult to do business with any kind of performance.",0
22,I bought this car brand new on 23 / 05 / 07. After 2 months I called the dealer and said I was dissatisfied with the mpg. I paid extra for the CVT gearbox to get 33 / 36 mpg. Any day (even if I use synthetic oil) my best speed is 30 mpg. He said no one twisted my arm to buy the car. (no wonder Nissan tore its contract from this dealer.) Upholstery is rubbed where the child seat sometimes sits. Carpet where the clutch would be if it was manual looks like I took a razor. Mold on the rear right pane comes off. Air conditioning no longer works shortly after the warranty. They will not help to repair a / c system on a 2 year old car. Too bad that I would upgrade to murano in 2 years.,0
23,"The worst mistake I have ever made when buying a car. It is a really nice car, but that's it. The purely plastic interior smells like cheap. At the windshield you lean into the steering wheel to see when the red light changes. No console and thus no proper storage space. The smallest thing you put on the dashboard is very missing. The seats are uncomfortable. The space between you and the passenger is almost non-existent. Really cramped feeling. No console between seats and cup holders is the worst thing I have ever seen in a vehicle. The armrest sits too low to have any use.",0
24,"Loved the car for the first 15K, then the problems started. Strut, valve body, alignment (still not repaired and the dealer does nothing about it), windshield wiper fluid tank had to be replaced, horn failure, the rear window came out of track. That's too many problems for someone who takes good care of his car. Besides, it BURN oil! after 5k of the recommended 10k oil change intervals I am over 2qts low, VW says this is normal? I have just under 25k in the car and have decided to say goodbye. I could not have imagined this, the car was for the first 15K PERFECT... when buying a used car pay attention to the alignment problem, very soon I am told.",0
25,"Nice looking truck, but far too many serious problems in two years. SW issue that causes the battery to run out if the battery is drained with this particular problem, then call a flatbed. Seal leak on the front right axle (can't really be fixed as this is a design problem... just replace the same gasket if it leaks!) failure of the 4WD driver. Failure of the front distribution box... Special order for needed parts. Rear plastic bumper loses ""shape"" on the bottom within a year... looks very cheap. Very frustrating.",0
26,"I now have 5 Ford F-250 or Ford F-350 diesel trucks. I tow trailers and use my trucks to work every day. I loved all of my Ford trucks until 2008. This truck is scrap. The 2005 Ford F-350 was one of the best trucks I ever owned. It had tremendous power and fuel performance that pulled my 48 ""trailer the way I drive with about 11 mpg. The 2008 model gets 5.9 mpg. I had two radiators replaced. The exhaust system had numerous repairs where most dealers did not know what to do. It repeats itself idle with my foot on the brake clean and will lag forward. Ford continues to tell me that it will not do this. I have discussed this issue with Ford, I am tired of Ford.",0
27,"I had nothing but problems with the fuel system with which I contacted Dodge, and they know about the problems but refuse to fix them. I was told I could watch a DVD if I had any questions, the problem arose with Blue Tech, after I bought the truck (with all the blue techs) to fix it, you have to dive for 45 minutes without going under 45 km / h and under 2000 rpm per week, and they give the truck terrible wear and tear for no reason. I tell everyone I know not to buy Dodge, because if something goes wrong, it's your fault to buy their product if you don't have the time to buy a Ford or Chevy for no reason.",0
28,"I drove my Corolla for a year with the impression that it feels like a big car and has a very gentle feel (in fact, the softest ever), then something broke and the dealer was unable to fix it. Now, I don't feel safe on the highway, because if I hit even a small bump (and especially a series of small bumps), it feels like I'm losing control. At slower speeds, it's just uncomfortable to drive on anything but the slightest roads. The dealer claimed to replace the front braces, and maybe they did because it seemed to reduce the rough feel for a day or two.",0
29,"When I first saw the car, I fell in love with it. Since then, I wish I could divorce! Terrible rattling, squealing and poor workmanship. The car has been in business here and there for over 15 days. I know that VWs are known for their excellent workmanship, but this car has loose dashboards, the black paint bubbling and peeling off the release / locking buttons. Maybe it's my lemon, but I would never recommend VW to anyone! I just hope my bonus is big enough to trade in this piece of garbage! Too bad that something that looks so good is so bad!",0
30,The repair problems caused me to get rid of this car after only having it for 10 months. It seems as if it is hard to hold before it falls apart. I have never been unlucky enough to ever get a car like this.,0
31,"I've had my automatic Fit Sport for about 1 1 / 2 years and wouldn't recommend it. Gas output in the city is only about 28. Air conditioning throttles engine power and can't keep cool in the heat of the AZ summer - gets warm, cold, warm, cold. Interior upholstery is a lint magnet. Biggest downside - car is loud and rattles all over, with a big rattle in the dashboard. If you had that from the start, the service can't fix it. Visibility is poor with huge dead spots on the front and very hard to see when reversing, especially if you're short like me. Tires go low in the air, alignment goes down slightly, the engine makes a high sound, the service says they ""can't hear it."" The same applies to friction noise when turning left.",0
32,"It looks good, performs poorly. The mileage of the gas is 20-21 mpg city and 23 mpg highway. CRV has squealing and rattling in the car. Vehicle shifts roughly from 1st to 2nd place of stop, start and go. The dealer says it is in electronic program transmission. CRV pulls hard to the right on the road at low / high speeds. I was at a Honda dealer who says that there is a Honda Service Bulletin since 01 / 2007 before buying the car and that later new steering column rods / pins need to be installed, which can be ordered again from Honda, so that a proper wheel alignment can be done on a new car, right?) I was never notified before or after buying from the dealer, so be warned.",0
33,This van is louder than my 1-ton truck. Dealer said that they all sound like that. Interior gets slightly dirty and scraped. Van doesn't get much more mpg. Than my 1-ton 4-WD truck.,0
34,"I was even a faithful Chrysler man in the 1970s / when ""build quality"" was just a word in the Chrysler dictionary. By and large, I'm unhappy with this vehicle. I should have got the Hemi because it couldn't drink more gasoline than this 3.7. This vehicle gets the worse fuel economy of any other vehicle I've ever owned or driven. It's also energy efficient, so if you're going to make a pass, you'd better plan ahead and allow plenty of space.",0
35,"Really bad design, because the buttons are not sealed and fail with only a few drops. Audi will not lag behind. Costs $1000 for replacement in the first 6 months. Fear of using the cup holders that are above the chosen one. 2 drops and another $1000. Coil the hassle. Want my Range Rover back.",0
36,"If I had bothered to check if this trash can had depreciated $15,000 in 3 years, I would have come across this car. Unfortunately, I did not, and now I have the pleasure of fixing all the KNOWLEDGE GM design problems on steering column, brake rotors, steering bar and strut. I had 1960-era cars with better steering and suspension systems. Of course, because GMC is an American company, it is based on greed, not customer service; they refuse to fix / recall any of these problems because not enough people have died in the car. I look forward to the day when I can unload this lemon!",0
37,"I bought this piece of American scrap in 08. Until now, the doors had to work, the heater / air conditioner engine only works with interruptions, the dealer can of course not find a problem. I just finished the front brakes at 23,000 miles. I suspect the use of inferior materials, bad acceleration on the highway, frozen calipers on the rear brakes and the dealer tells me that it could take a week until they come. My hope is that Chrysler disappears from business. I will never buy another.",0
38,"This is my second Mini. The clutch went out in the first after 2 1 / 2 years and only 22,000 miles. The cause was found to be a manufacturing fault and was covered. My 2008 Mini S has only 10,727 miles and is also a standard gearbox. The clutch slipped on this. It is currently at the dealer and I am waiting to see if the repairs are covered. I do not drive the clutch and do not drive aggressively or even need to shift as often (not much stop-and-go traffic). I have read many posts on other sites about Minis and clutch problems. Buyers beware!!!",0
39,"I bought this brand new 2008 LE V6 in late 2008. Within a week, the seat and steering wheel vibrated when driving 65-75 miles on the highway to get to work. Also had problems with the Bluetooth. Turned on multiple times. Finally, a TSB was sent out by Toyota after months of complaints regarding vibrations / shivers, but it did not completely solve the problem. Toyota Rep insists that it is the way Camry is constructed. If Honda had been the first Tokota for 20 years, incredibly disappointed. Don't feel safe.",0
40,"From day one we had a constant smell of gas. We took it inside and half a tank of gasoline later could not find a problem. Used to drive it and the smell got worse. Mpg Highway was around 18, City at best 15. Winter was terrible because it would get stuck in 1 / 2 inch of snow. We had the pebble leather and it reflected very poorly in the windshield.",0
41,"I love this car... Now I can't wait to return it! It seems like the problems are only getting worse. Airbag light is always on... I'm tired of having to fix it. Electric windows seem to have their own head. Then, the windshield wipers, say, I had to change the engine. Now, I have an epc start problem... Nobody seems to understand that. After reading all these reviews, my brake pads are worrying... I guess it will never end until I get rid of this car: (",0
42,"I've been driving this car for 3 months now. I average 22.5 MPG in most suburbs, with a round trip of 20 miles a day to work. I also use it to deliver papers every morning, which takes about 30 minutes. I'm driving the same routine in a Honda Civic that had a bigger engine and got 30 MPG, so I'm very disappointed with the fuel economy. Even in the open road you can see the throttle gauge falling visibly, you can only lock the driver's side with the key - that's a pain when you're carrying bundles and / or it's raining.",0
43,The first Highlander of the year 2001 was better than my 2008. Poor visibility. Seat is so uncomfortable that you can not drive for long. 2008 does not cope as well as the previous model. No traction in the snow. Mine is a four-wheel drive with 6 cylinders. Interior parts fall off. Very disappointed with the Highlander of the year 2008.,0
44,"I will never buy a VOLVO again. On this car the engine was replaced, new brakes, roof squealed and the main computer went off. The car is 2 years old and has only 10,000 miles The biggest waste of $49,000!!!",0
45,The bells and whistles could be of better quality. Not enough power. The gearbox seems to have trouble finding the gears. My control engine lights up three times. The most frustrating thing is that the car is leaking when it rains! The car is rusting outside now. The car has been serviced three times and they still haven't repaired it properly.,0
46,"I bought this XD with the Trans car, that was the first mistake. This thing scares me the hell while I'm trying to interfere with the 70km / h traffic. Road noise is excessive and the ride is pretty bumpy. Brakes are sufficient but spongy. Highway mpg is not too bad at 38, but local driving is dismal 23mpg. Rear passenger space is surprisingly sufficient for average-sized people. Rear storage space is small, but this is a subcompact and is to be expected. The hubcaps had to go. I bought 7 spoke wheels that look much better.",0
47,"The doors had a good, solid feel. This is the first car that made me sick as a driver when the car rolled around in fast corners. I averaged only 28 km / h on the highway with the Sentra. This was probably due to the ride height, the springy gas pedal and the CVT gearbox. Nissan still needs to improve its workmanship. Plastic looked like it came from a branded toy. The bottom line is that you can get better driving dynamics, quality, fuel economy or value with a Corolla, Civic or Mazda3.",0
48,"I did some research and discounted the Fit, Yaris etc. in favor of the Versa bc with horsepower, space and the reputation of Nissan. At first it exceeded all my expectations - fun to drive, reliable, good fuel economy, easy to use. Then came winter. In cold, wet weather I went to the car and found ice all over the dashboard, the controls and inside the windows and windshields. The controls did not work and the doors did not close. Warm up - no change. Repairing it at the dealer proved extremely problematic, it did not happen - the repair cost for me was quoted at 5-10K. I just swapped it for a 2009 model - hoping for better this time. It will probably be my last Nissan too.",0
49,"I bought this 10 months ago and am looking to trade it in, even though I know I will make a los. has tons of cargo space and legroom, but the engine works too hard. Doesn't feel like it shifts properly. Not very darty--takes a long time to accelerate. Gas mileage for me has been constant at 18 miles and less. I've never even gotten 19 miles per gallon as stated. 14 gallon tank is small - feels like I'm always at the gas station. radio and amenities are well positioned for a comfortable ride. Great heat and air conditioning, but it's hard to hear radio about it - no strong speakers.",0
50,"This corvette was a nightmare. Firstly, the top creaked in the heat and was in business four times and still unrepaired. Both front stabilizers had to be replaced and the entire sprocket and rack had to be replaced, the driver's floor had to be replaced and the battery had to be replaced. Problems simply persist and with a car that costs so much, I would have expected better quality.",0
51,"The maintenance is free, but if they don't fix anything, it's worthless. The workshop is not familiar with the car and can't fix problems. I had to drive back four or five times before something was repaired. They even lied, actually repaired something and said on the repair sheet that nothing was wrong. I wouldn't recommend anyone to buy this car with an automatic, the rear view is confusing and very dangerous to secure it. The automation in the controls is stupid, mostly unnecessary and very annoying.",0
52,"This is my first Jeep. I bought it because of the price and fuel consumption. We had a snowy winter, and it keeps well in the snow. I have a toddler, so the plastic backrest on the seats and the YES fabric work great. Controls are in strange places, and that took getting used to. Window noises from the rear windows are annoying. Seats are uncomfortable, and the armrest is terrible, cup holders very uncomfortable. For the second time in a month, the electric windows fail. All four windows get stuck, the controls work after repeated effort. The rear driver doesn't react, gets stuck. In zero-degree weather with a toddler a real problem. Today, he did it again - think about the trade...",0
53,"Undetectable rattling & bumps in the interior and rough pavement. Balky starts at a standstill - drivers who are new to the car are always stuck in traffic jams. Seat belt alarms make you howl six times if you don't fasten your seat belt before starting the car, so you first have to open the door with the key, take off the key, fasten it, then pick up the key and start the car. Forget about it and you'll be punished by ugly noises. There's no sound insulation at all - hear any noise in wheel arches. The rear seat backrest mechanism to get into the rear doesn't go back into position, so the backrearches need to be adjusted every time. NO UMBLE SUPPORT. Subaverage directional stability. This car stinks.",0
54,"I am a bit disappointed with my 07 SI sedan. I had several problems with it. Tons and tons of rattles in the interior that can never be repaired are buzzing in the speakers, and now my second gear is grinding like crazy. Problems in second and third gear are VERY common with these cars, and I now have difficulty pressing second gear at high revs where the SI lives. It's fun to drive, even though it doesn't deliver what it should be for its price. At almost 5k cheaper you get the cobalt-colored SS / ion redline with more power. For just 1-2 thousand more you get the mazdaspeed3 / GTI, which has a lot more spunk and sophistication. I would suggest trying the Mazdaspeed3 / gti before buying the Honda, unfortunately.",0
55,"In 3 mo 13,000 miles and 400 gal = 32.5 mpg that's 95% hwy. I've got 27 mpg in one tank to 43 mpg in another tank. Most tanks average 30-32 hwy driving on the flat side from Raleigh nc to the nc coast. My best hwy mpg has been driving Raleigh nc west to winstone-salem nc. I've had it to dealers 4 times and they say computer said that everything works properly. I got the car for the high mpg. Gas prices are my enemy. I owed a 91 citizen and got 37 mpg. Wish I still had it.",0
56,"It's a nice vehicle, but here's the bad stuff. Heat takes about 10 minutes to turn it on, every time you turn the air conditioner on, it defaults to air conditioning (the most annoying feature). If you have the Bo speaker system, your subwoofer is mounted on the spare tire, so be ready to take it off if you have collapsed on the roadside. Apart from the fact that I like everything else about the car, I know from a review that it doesn't have fog lights, but mine, it took me a while to find it. Headlights are also adjustable when they look weak. Upgraded sound system sounds fantastic, and it has XM radio! Dealers, sellers and bestsellers who have installed my XM all didn't know.",0
57,"Had this car for 1 year and what a mistake. Should have stayed without Hyundai Accent, but they had no 4dr hatch. Had a problem with a constant speed sensor on the Auto-Trans. The car is slow, copes poorly in the snow and has less than good gasoline performance. Avg 28 combines City / Hywy. Should have better mileage with such a small engine.",0
58,"I was expecting more from this car. I've been driving it for about 9 months now, the engine has to be broken in now, but the mileage is terrible. Hardly 400km on the tank and that's 50 / 50 city, hiway. I'm not driving that hard either. My friends with domestic v6's get something like that close. It's fun to drive, somehow I like a go-kart, but because of all the little things I'm thinking of swapping it for something else. Auto-Tranny also doesn't work for this underpowered engine, there are too many downshifts at the slightest trace of throttle. I wish I'd done more research instead of being dazzled by the fact that it was a new Honda. By the way, the orange color doesn't work too well for this car.",0
59,"The result? Complete brake overhaul of calipers, discs and brake pads, which all needed replacing. Dealers said there was no reported problem, although I showed them pages and pages of customer complaints about the brakes. I did this out of my own pocket for the safety of my family. Now, before the warranty expires, the gearbox slips. We went to the dealer and said there was a recall and the problem was fixed? Wrong? Today, woman had to go back to the dealer, $95 dollars to look at it as it is no longer under warranty. Rental out of my pocket and the result is still TBD...... Terrible experience.",0
60,"But this time I promise never to buy another piece of c * * p from Chrysler again! Outdated engine and transmission. Wooden car ride and handling, really bad mileage from the age-old design of the PUSHROD engine that has been around since 1989! And let's talk about quality, it's nowhere to be found! Wrong dashboard, bad assembly, inappropriate colors, really bad leather that looks fake in the way it wears and fades. We bought it new and the write-off hit us really hard. Sold for pennies in dollars! Avoid it at all costs, it doesn't even belong in a rental car fleet!",0
61,"I have owned the last three versions of the Grand Prix and each has become more technologically advanced and stylish than the last, while construction quality and interior design have deteriorated. My 2007 Grand Prix pales in comparison to the interior design and materials in my 2000. mesh headliner and sun visor material scream ""cheap."" The plastic interior parts are visually and physically ""hard."" The carpet is coarse and the leather doesn't even smell of leather. Rear end, I am a Grand Prix lover and am embarrassed for GM. It seems as if the Grand Prix should have suffered the same agonizing death as its Pontiac brothers. Sorry GM, my next car will be Japanese.",0
62,"I bought my Mini new in 2 / 08 and the fuel pump ran out at 17,000 miles. Although it was under warranty, I can only guess what problems lie ahead. I also had to replace one of the defective tires worth $249. The car is fun to drive and I have plenty of space as I no longer have to transport small children. However, as soon as I experience a major mechanical failure, I start looking for a new car. I plan to buy a new Honda or Toyota in 2 / 10.",0
63,"This is our second BMW, we are so disappointed with the quality of the construction. The front bumper, a pitiful piece of plastic, just buckled and fell over while driving over a bump. Told by a BMW service representative that this happens so often on the x3 that people don't even bother to fix the bumper, but just drive around with it. It's an unconsciously bad construction, design and quality. There are other issues with the quality of the materials used in building this car. This is definitely our last BMW and if it wasn't a lease I would get rid of it right away.",0
64,"My check engine lights up 3 times since March, two dealers can't find the problem, so they put the computer back and send me on the way. And my leather seat was defective, which was replaced. Did I mention that my Bluetooth was also replaced, and all before the 6,000-mile mark. What a lemon. If you own a Nissan, good luck if you have a warranty problem.",0
65,"We swapped a 2004 Ford Explorer with this car, mainly because of the terrible road noise we had with the Ford. We have a decent new car with almost the same noise level. We didn't notice it during the two test drives as it was extremely windy on both days. The dealer now tells me that this car doesn't have the insulation that is taken into account in the Civic family. We were told that the top end of the Accord and Oddessy would have insulation and be much quieter. Great! Fuel economy isn't great even for a four-cylinder.",0
66,"This Jeep has been leaked since Day 1. It has been repaired 6 times and has been out of service for more than 30 days. I filed a lawsuit under lemon law / and got an intermediary / without solution. 5 months later I was forced to buy a foreign used car so I could get to work. I do not recommend this Jeep to anyone! Chrysler does not support a product, they can certainly sell you a car, but the service is no longer there.",0
67,"When I first drove the car, I fell in love with it and bought it straight away, and the very responsive engine coupled with 18-inch performance tyres made it fun. Just two months later and the clutch feels way too much like a gearbox, and the fuel consumption doesn't even come close to the stated technical specifications. Unless my dealer can solve the fuel consumption problem, I estimate that this car will cost me $400-500 more per year than I should expect based on the estimates quoted. As for the clutch, the feeling changed drastically when I received the first shipment. My dealer claims that it's running normally. I hope that's not a sign of the future.",0
68,"Too much plastic. Window gearboxes gave up around 2100. Soft as a truck and hard as a sedan - choose one and stick with it if you're GM. Return it to the company headquarters 3,500 miles ago. Give me another bull as a present!",0
69,"My biggest disappointment with this car is the mileage with gasoline. Granted, I am on average about 38 MPG, but nowhere near the stated 51 MPG. I could have bought a Chevy Aveo or Honda Fit for much less money. Quality is surprisingly poor - had to take the car to the dealer several times because of leaks in the flap area. The car is very uncomfortable for long trips - OK for excursions in the city. Seats are very hard and unsupportive. Performance is very fuzzy, especially on highways. If you press too hard, you have the feeling that things are about to break. Great second or third car, but not enough for all-round service.",0
70,"I bought my 2008 Avenger in April 2008. I'm very disappointed about it. I've got 12478 miles on it. Grinding the brakes, doors and side panels swell like crazy... I can't fix this problem, Im in my 4th Mygig radio (continues to freeze). Sluggish Transe (4cyl). Front noises when turning or driving over a bump. AC doesn't work well, numerous blind spots, chrome plastic around the gear lever inside the shutter driver, poorly designed trunk pours water into the trunk when it's wet, and many more that just run out of space. PLEASE DO BUY ONE.JUNK This is just the worst car I've ever owned. 1997 I had a brand new avenger and loved it, so I thought I'd take a chance with the 2008. What a mistake.",0
71,"I loved driving my used 2001 Limited Edition PT Crusier, but in 2007 I had some problems with it, so I decided it was time for a new one. Despite the previous problems I had, I thought I would have no trouble buying a brand new cruiser, so on January 1st, 2008 I bought a brand new cruiser. Do you think it was a pleasure? Not a bit! I had nothing but problems from day one! It was there for balancing three times, the tires were indexed several times, and now it squeals when I run over everything that makes the car bouce. It's so annoying! Body creaking shouldn't happen on a car less than a year old! I'm over my car and I'll never buy a Chrysler again!",0
72,"I bought this car a year ago and was extremely dissatisfied with the performance in winter. If there is less or more than an inch of snow, the car does not move, it just spins. It was also parked on a lawn and had to be towed because it would just stir up mud and not move. I have a brand new radial on this car all year round and yet it cannot get out of its own way. The luggage rack provided by the factory is terrible. I am afraid to put my kayaks on it for fear that the luggage rack is too weak and will break under pressure. It is also not wide enough to accommodate the length of the kayaks.",0
73,I bought the car three months ago and have had it serviced five times in the last month and a half due to a squeaky problem that it causes when I turn it on for the first time in the morning. Very unhappy with the dealer and service technicians in van dyn hoven for not repairing the seemingly simple problem and offering a rental vehicle. Mileage is less than 20 km / h. Sunglasses are too small and do not fit into glasses. The fuel door broke when my husband pushed them with his arm when filling them in. Made of cheap plastic. Headrest and armrest are also uncomfortable for me.,0
74,"I use my Ridgeland SUV a lot. I regularly smell burning grass after driving down dirt roads where grass grows. I had a severe fire in the engine compartment that caused over $5,000 damage. I had another small fire that I extinguished with a garden hose. There is a connection around the exhaust that catches grass and leaves that smolder and / or catch fire. You may remember the Honda advertisement during the last March madness in which a ""herd"" of Ridgelines crossed a field of tall grass. It was a brush fire in the making. This pickup truck is safe in the parking lot of the mall, but don't go near the grass. Honda hasn't responded.",0
75,"After several very positive experiences with Toyota, I had a downer. Obviously, the more Toyota grows, the more it has taken some quality control out of its vehicles. I have 6k miles on me and have an off-and-on noise that happens at 75-80 (the dealer can't diagnose it because he can only drive it up to 70), linkage clatter, clatter of the passenger door and had to be towed because it wouldn't start (thank God I bought the extended service plan, otherwise I would have been really upset if I'd paid for towing a 3-month-old truck). I wouldn't mind a slightly better mileage, but it's not bad. Performance is good for a V6 and comfort is good too. I still like it, wish it were better.",0
